NPA,Violent_Crime_Rate_2015,Violent_Crimes_2015,Property_Crime_Rate_2015,Property_Crimes_2015,Disorder_Call_Rate_2015,Disorder_Calls_2015,Animal_Control_Call_Rate_2015,Animal_Control_Calls_2015,Fire_Call_Rate_2015,Fire_Calls_2015,Nuisance_Violations_2015,Nuisance_Violations_Total_2015,311_Requests_2015,311_Calls_2015,Voter_Participation_2015,Voters_Participating_2015,Neighborhood_Organizations_2015,Population_Density_2015,Population _2015,Age_of_Residents_2015,Age_of_Residents_moe_2015,Youth_Population_2015,Youth_Population_moe_2015,Older_Adult_Population_2015,Older_Adult_Population_moe_2015,Vacant_Land_2015,Vacant_Land_Area_2015,Household_Income_2015,Household_Income_moe_2015,Public_Nutrition_Assistance_2015,Employment_Rate_2015,Employment_Rate_moe_2015,Job_Density_2015,Jobs_2015,Commercial_Construction_2015,Commercial_Construction_Permitted_Units_2015,Commercial_Size_2015,Commercial_Size_Total_2015,Commercial_Building_Age_2015,Fincancial_Services_Proximity_2015,Financial_Services_Proximate_Units_2015,Bachelors_Degree_2015,Bachelors_Degree_moe_2015,High_School_Diploma_2015,High_School_Diploma_moe_2015,Early_Care_Proximity_2015,Early_Care_Proximate_Units_2015,SchoolAge_Proximity_2015,SchoolAge_Proximate_Units_2015,Library_Card_Prevalence_2015,Library_Card_Holders_2015,Proficiency_Elementary_School_2015,Proficiency_Middle_School_2015,Proficiency_High_School_2015,Highschool_Graduation_Rate_2015,Student_Absenteeism_2015,Neighborhood_School_Attendance_2015,Grocery_Proximity_2015,Grocery_Proximate_Units_2015,Pharmacy_Proximity_2015,Pharmacy_Proximate_Units_2015,Park_Proximity_2015,Park_Proximate_Units_2015,Public_Health_Insurance _2015,Impervious_Surface_2015,Impervious_Surface_Area_2015,Adopt_a_Stream_2015,Adopt_a_Stream_Length_2015,Commuters_Driving_Alone_2015,Commuters_Driving_Alone_moe_2015,Housing_Density_2015,Housing_Units_2015,Single_Family_Housing_2015,Single_Family_Units_2015,Housing_Size_2015,Housing_Age_2015,Rental_Houses_2015,Rental_Houses_Units_2015,New_Residential_2015,New_Residential_Permit_Units_2015,Residential_Renovation_2015,Residential_Renovation_Permit_Units_2015,Foreclosures_2015,Foreclosed_Units_2015,Home_Sales_Price_2015,Housing_Violations_2015,Housing_Violations_Total_2015,Home_Ownership_2015,Home_Ownership_moe_2015,Bicycle_Friendliness_2015,Street_Connectivity_2015,Transit_Proximity_2015,Transit_Proximate_Units_2015,Transit_Ridership_2015,Transit_Ridership_Total_2015
402,2.5,4.0,15.8,25.0,31.6,50.0,13.3,33.0,18.3,29.0,6.3,36.0,1.0,15.0,13.0,128.0,,2.0,1584.0,53.0,7.0,19.0,7.0,,4.0,21.7,213.0,76131.0,20752.0,4.0,94.0,1.0,0.3,281.0,0.1,1.0,19871.0,139099.0,29.0,1.0,5.0,31.0,7.0,94.0,11.0,0.0,0.0,0.0,0.0,20.0,315.0,88.6,79.6,69.2,95.0,11.0,95.0,7.0,39.0,2.0,12.0,0.0,0.0,6.0,6.5,64.0,,,94.0,10.0,0.6,572.0,100.0,572.0,2087.0,30.0,10.0,59.0,0.1,1.0,1.22,12.0,0.7,4.0,183417.0,,,99.0,7.0,1.1,1.14,0.0,0.0,,
403,0.5,1.0,13.5,26.0,,,,,16.1,31.0,1.8,12.0,0.6,11.0,13.0,156.0,,1.0,1927.0,46.0,10.0,27.0,5.0,15.0,3.0,26.6,,100156.0,17302.0,3.0,93.0,7.0,0.4,676.0,0.45,8.0,10622.0,148704.0,18.0,19.0,129.0,44.0,8.0,96.0,8.0,15.0,100.0,15.0,100.0,22.0,431.0,81.4,73.9,69.2,100.0,5.0,92.0,12.0,78.0,15.0,99.0,0.0,0.0,6.0,6.3,112.0,0.0,0.0,89.0,7.0,0.4,676.0,100.0,676.0,2856.0,25.0,10.0,67.0,1.06,19.0,1.17,21.0,0.4,3.0,390562.0,,,93.0,2.0,1.3,1.11,11.0,71.0,68.0,68.0
404,4.8,10.0,15.0,31.0,41.6,86.0,,85.0,25.1,52.0,2.7,23.0,1.3,26.0,17.0,159.0,,5.0,2069.0,34.0,13.0,17.0,10.0,18.0,,13.8,57.0,46875.0,32070.0,15.0,91.0,11.0,1.0,410.0,1.71,7.0,9516.0,304499.0,54.0,72.0,612.0,23.0,9.0,83.0,13.0,52.0,438.0,84.0,709.0,22.0,452.0,35.5,39.7,50.0,68.0,11.0,94.0,63.0,532.0,65.0,550.0,85.0,719.0,18.0,16.4,67.0,100.0,0.17,78.0,19.0,2.1,849.0,65.0,552.0,1438.0,46.0,47.0,261.0,0.0,0.0,1.71,7.0,0.4,3.0,118962.0,,,52.0,14.0,1.3,1.17,98.0,828.0,8.0,34.0
405,0.9,3.0,4.9,17.0,15.3,53.0,13.3,58.0,11.2,39.0,0.4,6.0,0.8,26.0,9.0,161.0,,6.0,3474.0,33.0,2.0,32.0,8.0,5.0,2.0,9.5,54.0,88388.0,9047.0,3.0,95.0,5.0,0.5,311.0,0.52,3.0,,413350.0,17.0,37.0,509.0,41.0,6.0,95.0,11.0,39.0,544.0,32.0,446.0,19.0,656.0,60.7,67.5,57.5,100.0,9.0,93.0,0.0,0.0,1.0,7.0,81.0,1120.0,6.0,16.9,97.0,,,76.0,13.0,2.4,1380.0,75.0,1038.0,2000.0,13.0,21.0,223.0,3.14,18.0,1.74,10.0,1.2,17.0,176891.0,,,75.0,11.0,1.4,1.35,34.0,471.0,,
406,0.9,2.0,19.1,41.0,,,,,16.3,35.0,5.7,48.0,0.4,9.0,13.0,202.0,,2.0,2146.0,50.0,5.0,10.0,4.0,20.0,,9.8,135.0,102109.0,33888.0,4.0,94.0,13.0,0.4,483.0,0.29,4.0,10876.0,130509.0,30.0,15.0,127.0,30.0,1.0,90.0,14.0,25.0,214.0,36.0,308.0,19.0,410.0,62.5,51.6,70.0,79.0,9.0,79.0,17.0,146.0,15.0,128.0,36.0,306.0,7.0,9.9,136.0,0.0,0.0,95.0,13.0,0.6,849.0,98.0,834.0,2520.0,31.0,13.0,107.0,,,1.67,23.0,1.1,9.0,290458.0,,,79.0,8.0,1.2,1.15,10.0,82.0,,
407,0.5,1.0,18.7,35.0,,,,,18.7,35.0,2.7,19.0,1.1,20.0,15.0,168.0,,1.0,1869.0,52.0,13.0,18.0,12.0,,4.0,21.2,,60247.0,20101.0,7.0,100.0,0.0,0.4,523.0,0.6,9.0,7672.0,191810.0,40.0,24.0,173.0,18.0,8.0,93.0,3.0,10.0,73.0,16.0,116.0,22.0,409.0,52.3,74.5,60.0,95.0,10.0,91.0,25.0,177.0,24.0,168.0,40.0,285.0,10.0,6.3,94.0,8.2,0.17,93.0,11.0,0.5,709.0,100.0,709.0,2113.0,34.0,21.0,152.0,1.07,16.0,0.6,9.0,0.4,3.0,203860.0,,,73.0,9.0,1.3,1.11,26.0,184.0,6.0,6.0
408,0.4,1.0,7.4,20.0,,,,,19.9,54.0,3.0,32.0,0.8,21.0,19.0,335.0,,2.0,2713.0,48.0,4.0,20.0,5.0,23.0,5.0,5.5,62.0,71393.0,11093.0,3.0,98.0,2.0,0.9,991.0,0.36,4.0,21920.0,482237.0,22.0,43.0,461.0,40.0,7.0,92.0,9.0,49.0,530.0,49.0,530.0,24.0,655.0,81.0,73.8,75.0,95.0,7.0,93.0,36.0,385.0,40.0,431.0,0.0,0.0,6.0,13.5,150.0,5.0,0.26,82.0,8.0,1.0,1071.0,86.0,925.0,2474.0,28.0,9.0,86.0,3.15,,1.35,15.0,0.3,3.0,231111.0,,,92.0,6.0,1.5,1.18,47.0,503.0,0.0,1.0
409,0.0,0.0,6.0,17.0,19.8,56.0,12.7,77.0,18.1,51.0,0.5,5.0,1.3,36.0,21.0,386.0,,3.0,2826.0,44.0,2.0,32.0,6.0,14.0,5.0,10.9,108.0,,,1.0,98.0,5.0,0.6,626.0,0.7,7.0,14156.0,311442.0,22.0,27.0,282.0,71.0,8.0,97.0,9.0,27.0,282.0,27.0,282.0,16.0,440.0,85.0,87.2,84.6,100.0,2.0,96.0,30.0,308.0,30.0,308.0,59.0,620.0,1.0,16.2,161.0,,,89.0,6.0,1.1,1043.0,92.0,955.0,3934.0,19.0,15.0,144.0,1.11,11.0,4.83,,0.4,4.0,,,,86.0,6.0,1.4,1.12,26.0,275.0,2.0,4.0
410,0.6,1.0,9.9,17.0,19.2,33.0,5.8,31.0,14.6,25.0,0.6,6.0,0.8,14.0,11.0,96.0,,7.0,1718.0,47.0,12.0,12.0,6.0,19.0,,7.4,19.0,60536.0,31868.0,2.0,91.0,11.0,3.8,985.0,3.42,9.0,18823.0,188230.0,16.0,21.0,208.0,49.0,15.0,97.0,15.0,20.0,204.0,20.0,204.0,11.0,190.0,66.7,50.0,40.0,100.0,14.0,93.0,0.0,0.0,0.0,0.0,99.0,987.0,4.0,24.3,64.0,,,98.0,6.0,3.8,999.0,12.0,120.0,2727.0,25.0,22.0,26.0,0.0,0.0,1.52,4.0,0.0,0.0,325339.0,,,65.0,12.0,,1.11,97.0,972.0,1.0,6.0
411,0.0,0.0,10.3,16.0,16.7,26.0,9.6,26.0,14.7,23.0,0.2,1.0,1.0,15.0,6.0,46.0,,3.0,1561.0,31.0,5.0,36.0,7.0,6.0,4.0,25.3,132.0,90250.0,12640.0,8.0,89.0,1.0,2.7,1386.0,0.96,5.0,20925.0,1025330.0,15.0,21.0,130.0,49.0,9.0,88.0,9.0,26.0,163.0,8.0,48.0,21.0,334.0,63.8,57.8,60.0,96.0,7.0,97.0,0.0,0.0,0.0,0.0,1.0,7.0,11.0,20.1,105.0,0.0,0.0,93.0,8.0,1.2,622.0,67.0,414.0,1851.0,12.0,20.0,84.0,0.38,2.0,1.15,6.0,0.5,3.0,173508.0,,,64.0,13.0,1.9,1.27,27.0,165.0,1.0,2.0
412,0.0,0.0,1.5,1.0,21.0,14.0,,,22.5,15.0,,,0.5,3.0,13.0,51.0,,0.0,667.0,48.0,3.0,34.0,,14.0,,17.5,,105547.0,19738.0,3.0,100.0,0.0,0.2,333.0,0.15,3.0,34797.0,800321.0,25.0,0.0,0.0,63.0,,91.0,,2.0,4.0,2.0,4.0,20.0,133.0,83.3,60.0,,88.0,2.0,94.0,0.0,0.0,2.0,4.0,1.0,2.0,4.0,4.8,97.0,0.0,0.0,95.0,10.0,0.1,249.0,100.0,249.0,2279.0,30.0,18.0,44.0,0.1,2.0,0.2,4.0,0.0,0.0,357679.0,,,94.0,7.0,1.5,1.11,2.0,4.0,,
413,0.0,0.0,0.0,0.0,9.1,35.0,,,7.6,29.0,,,0.6,24.0,21.0,470.0,,3.0,3836.0,39.0,3.0,31.0,6.0,6.0,3.0,11.3,134.0,,30304.0,2.0,96.0,2.0,0.5,554.0,0.08,1.0,11659.0,349775.0,35.0,0.0,0.0,58.0,7.0,99.0,8.0,1.0,12.0,1.0,12.0,19.0,735.0,88.5,73.6,80.0,95.0,3.0,98.0,0.0,0.0,0.0,3.0,14.0,176.0,3.0,10.5,124.0,0.0,0.0,92.0,8.0,1.0,1214.0,100.0,1214.0,2781.0,17.0,12.0,141.0,0.17,2.0,2.71,32.0,0.3,4.0,311941.0,,,92.0,6.0,1.5,1.09,10.0,127.0,2.0,8.0
416,1.2,2.0,1.2,2.0,28.9,47.0,,,25.2,41.0,,,0.6,9.0,5.0,34.0,,8.0,1625.0,30.0,4.0,16.0,7.0,3.0,3.0,4.5,10.0,56583.0,13792.0,4.0,98.0,5.0,6.0,1262.0,3.3,7.0,15977.0,479314.0,11.0,100.0,893.0,44.0,12.0,100.0,5.0,100.0,893.0,100.0,893.0,19.0,316.0,58.8,45.5,,89.0,8.0,90.0,100.0,893.0,100.0,893.0,100.0,893.0,7.0,26.9,57.0,30.76,0.76,76.0,16.0,4.2,893.0,7.0,65.0,1901.0,17.0,18.0,12.0,0.0,0.0,0.47,1.0,1.6,3.0,165881.0,,,18.0,9.0,,1.29,100.0,893.0,,
417,0.0,0.0,0.0,0.0,9.6,19.0,,,11.6,23.0,,,0.5,10.0,14.0,150.0,,3.0,1980.0,34.0,3.0,28.0,7.0,10.0,4.0,9.6,66.0,98929.0,19442.0,4.0,97.0,5.0,0.4,258.0,0.15,1.0,14658.0,43975.0,14.0,64.0,416.0,52.0,12.0,98.0,19.0,61.0,399.0,88.0,575.0,19.0,386.0,75.5,62.7,62.5,86.0,11.0,87.0,51.0,331.0,50.0,325.0,71.0,464.0,8.0,10.1,69.0,58.5,3.9,88.0,8.0,1.0,651.0,87.0,568.0,2401.0,17.0,15.0,88.0,0.0,0.0,1.61,11.0,0.8,5.0,215746.0,,,85.0,4.0,1.8,1.25,67.0,437.0,6.0,19.0
418,0.3,1.0,0.6,2.0,15.7,52.0,,,20.0,66.0,,,0.5,16.0,13.0,227.0,,4.0,3309.0,33.0,3.0,36.0,6.0,6.0,3.0,18.7,158.0,110054.0,21778.0,1.0,92.0,4.0,1.4,1217.0,1.3,11.0,20757.0,705748.0,15.0,40.0,464.0,75.0,12.0,100.0,12.0,40.0,468.0,81.0,953.0,20.0,665.0,80.6,80.0,85.7,95.0,3.0,93.0,31.0,363.0,30.0,349.0,76.0,892.0,4.0,16.0,135.0,3.25,0.12,92.0,5.0,1.4,1171.0,73.0,859.0,3197.0,13.0,7.0,60.0,0.0,0.0,3.55,30.0,0.1,1.0,371767.0,,,72.0,7.0,1.6,1.24,90.0,1055.0,5.0,44.0
419,0.7,2.0,0.7,2.0,2.6,8.0,,,6.1,19.0,,,0.8,24.0,23.0,460.0,,5.0,3097.0,41.0,5.0,31.0,7.0,6.0,4.0,11.1,63.0,120772.0,12841.0,0.0,99.0,2.0,0.2,121.0,0.18,1.0,2088.0,2088.0,19.0,0.0,0.0,75.0,10.0,98.0,10.0,0.0,0.0,20.0,187.0,23.0,727.0,72.3,84.7,68.4,100.0,4.0,91.0,0.0,0.0,0.0,0.0,20.0,192.0,1.0,13.1,74.0,46.72,3.03,91.0,8.0,1.7,953.0,100.0,953.0,2811.0,20.0,5.0,51.0,0.18,1.0,1.77,10.0,0.2,2.0,311462.0,,,100.0,0.0,1.6,1.04,19.0,177.0,,
420,1.1,3.0,0.7,2.0,10.7,29.0,,,9.9,27.0,,,0.5,14.0,19.0,304.0,,2.0,2721.0,38.0,3.0,28.0,5.0,11.0,3.0,2.2,29.0,100202.0,17975.0,3.0,97.0,2.0,0.5,695.0,0.38,5.0,16537.0,314207.0,14.0,33.0,369.0,56.0,8.0,96.0,9.0,66.0,730.0,66.0,730.0,19.0,505.0,71.4,66.7,69.2,100.0,4.0,95.0,34.0,377.0,53.0,582.0,49.0,538.0,4.0,8.7,113.0,0.32,0.02,89.0,7.0,0.9,1106.0,79.0,874.0,2337.0,19.0,14.0,126.0,0.23,3.0,0.85,11.0,0.2,2.0,279266.0,,,69.0,7.0,1.5,1.1,36.0,403.0,9.0,18.0
421,1.2,2.0,0.6,1.0,3.7,6.0,,,10.0,16.0,,,0.4,7.0,13.0,117.0,,2.0,1607.0,33.0,4.0,28.0,6.0,8.0,4.0,30.1,218.0,123346.0,17197.0,2.0,93.0,7.0,0.1,38.0,0.14,1.0,4621.0,32349.0,24.0,0.0,0.0,62.0,9.0,97.0,5.0,0.0,0.0,0.0,0.0,18.0,283.0,69.6,68.6,,,7.0,86.0,0.0,0.0,0.0,0.0,2.0,10.0,5.0,7.2,52.0,,,94.0,5.0,0.8,576.0,80.0,462.0,2966.0,11.0,11.0,51.0,,,1.11,8.0,0.9,5.0,275461.0,,,85.0,8.0,1.8,1.3,0.0,0.0,,
422,3.8,8.0,3.8,8.0,71.7,153.0,,,38.4,82.0,,,1.1,24.0,9.0,76.0,,1.0,2133.0,29.0,7.0,27.0,8.0,6.0,2.0,29.2,,48157.0,13089.0,14.0,80.0,4.0,1.8,,1.24,,51474.0,,18.0,23.0,185.0,34.0,6.0,79.0,3.0,35.0,285.0,35.0,286.0,14.0,308.0,45.5,37.3,25.0,70.0,13.0,93.0,3.0,22.0,1.0,9.0,29.0,235.0,20.0,7.7,,59.28,2.7,80.0,12.0,0.3,814.0,62.0,502.0,1776.0,23.0,27.0,137.0,,,0.16,5.0,1.7,10.0,166961.0,,,66.0,14.0,1.5,1.32,65.0,526.0,10.0,175.0
423,1.9,4.0,9.6,20.0,,,,,15.9,33.0,5.6,41.0,0.6,13.0,11.0,147.0,,1.0,2075.0,41.0,5.0,23.0,6.0,10.0,3.0,38.0,,95000.0,10842.0,4.0,92.0,4.0,0.1,371.0,0.07,2.0,12621.0,277666.0,37.0,2.0,18.0,41.0,7.0,97.0,8.0,0.0,0.0,1.0,11.0,22.0,454.0,81.8,81.4,76.2,95.0,6.0,92.0,4.0,30.0,2.0,14.0,2.0,12.0,7.0,3.7,107.0,10.4,0.76,89.0,10.0,0.3,737.0,97.0,717.0,2453.0,29.0,15.0,110.0,2.23,,0.89,26.0,0.6,4.0,257406.0,,,86.0,5.0,1.3,1.17,0.0,0.0,,
424,0.0,0.0,5.9,10.0,31.4,53.0,,,21.9,37.0,,,0.8,13.0,22.0,245.0,,2.0,1689.0,56.0,7.0,14.0,7.0,,,10.5,117.0,100431.0,35539.0,1.0,96.0,13.0,3.3,,0.18,2.0,,659625.0,28.0,42.0,327.0,57.0,12.0,96.0,5.0,60.0,463.0,60.0,463.0,14.0,229.0,77.8,50.0,,,6.0,89.0,43.0,332.0,46.0,355.0,30.0,234.0,2.0,16.7,186.0,,,87.0,19.0,0.7,775.0,73.0,563.0,2930.0,28.0,21.0,117.0,0.63,7.0,5.66,,0.3,2.0,,,,76.0,9.0,1.1,1.05,46.0,360.0,4.0,4.0
425,0.8,1.0,14.0,17.0,,,,,9.9,12.0,1.9,8.0,0.3,3.0,12.0,95.0,,1.0,1211.0,46.0,4.0,26.0,9.0,9.0,3.0,29.7,,110208.0,,2.0,95.0,2.0,0.0,65.0,0.0,0.0,1705.0,5116.0,21.0,0.0,0.0,55.0,16.0,95.0,14.0,0.0,0.0,0.0,0.0,22.0,270.0,83.8,90.9,75.0,100.0,5.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,55.0,0.0,0.0,87.0,13.0,0.3,424.0,100.0,424.0,2700.0,23.0,10.0,44.0,0.69,11.0,0.25,4.0,0.7,3.0,301580.0,,,86.0,8.0,1.1,1.02,0.0,0.0,,
426,2.4,5.0,69.9,143.0,84.1,172.0,24.5,74.0,16.1,33.0,4.6,37.0,0.7,14.0,10.0,110.0,,4.0,2045.0,44.0,2.0,23.0,4.0,11.0,4.0,4.5,22.0,78750.0,14544.0,6.0,91.0,5.0,3.0,1511.0,1.2,6.0,43984.0,967642.0,22.0,0.0,0.0,47.0,9.0,98.0,9.0,55.0,447.0,55.0,447.0,20.0,414.0,64.6,60.7,73.9,95.0,7.0,89.0,69.0,560.0,69.0,559.0,64.0,518.0,10.0,22.6,113.0,0.0,0.0,96.0,3.0,1.6,809.0,68.0,553.0,2243.0,24.0,8.0,45.0,0.0,0.0,2.6,13.0,0.5,3.0,203222.0,,,73.0,5.0,1.1,1.04,48.0,386.0,124.0,124.0
428,3.3,5.0,61.2,92.0,,,,,12.0,18.0,5.7,30.0,1.1,17.0,15.0,128.0,,1.0,1503.0,47.0,10.0,21.0,12.0,19.0,4.0,34.0,,54583.0,21157.0,17.0,86.0,11.0,0.5,711.0,0.07,1.0,10127.0,141782.0,39.0,0.0,0.0,29.0,10.0,77.0,11.0,15.0,81.0,1.0,5.0,21.0,308.0,51.0,33.3,61.5,92.0,6.0,88.0,0.0,0.0,0.0,0.0,7.0,35.0,20.0,6.7,93.0,0.0,0.0,87.0,2.0,0.4,528.0,100.0,528.0,2215.0,31.0,23.0,119.0,1.36,19.0,0.36,5.0,0.8,4.0,224977.0,,,75.0,3.0,1.4,1.12,0.0,0.0,,
430,,,,,,,,,12.5,37.0,,,0.4,13.0,11.0,155.0,,5.0,2962.0,39.0,12.0,26.0,7.0,,,,,26531.0,7858.0,18.0,87.0,8.0,0.5,339.0,1.24,8.0,13027.0,195401.0,21.0,13.0,202.0,35.0,10.0,90.0,13.0,73.0,1137.0,73.0,1138.0,14.0,400.0,33.7,37.0,41.7,96.0,11.0,88.0,32.0,495.0,0.0,0.0,36.0,559.0,23.0,13.2,85.0,17.86,1.42,83.0,14.0,2.4,1551.0,18.0,282.0,2470.0,6.0,11.0,30.0,,,2.79,18.0,0.2,1.0,198794.0,,,31.0,9.0,1.7,1.27,38.0,591.0,,
431,0.0,0.0,8.2,15.0,,,,,13.6,25.0,3.8,26.0,0.6,11.0,9.0,87.0,,3.0,1834.0,35.0,8.0,28.0,11.0,8.0,3.0,29.2,211.0,56837.0,20051.0,12.0,87.0,11.0,0.1,69.0,0.0,0.0,889.0,889.0,12.0,0.0,3.0,40.0,11.0,92.0,6.0,2.0,11.0,2.0,11.0,21.0,386.0,43.5,50.0,54.6,88.0,12.0,85.0,0.0,1.0,0.0,1.0,3.0,19.0,16.0,6.7,48.0,0.0,0.0,91.0,12.0,1.0,688.0,100.0,688.0,1780.0,31.0,22.0,148.0,1.25,9.0,1.39,10.0,1.6,11.0,192952.0,,,86.0,13.0,1.2,1.04,36.0,251.0,1.0,3.0
432,4.6,12.0,11.5,30.0,54.9,143.0,18.5,51.0,15.3,40.0,3.0,27.0,0.7,18.0,14.0,237.0,,2.0,2607.0,44.0,2.0,23.0,4.0,11.0,2.0,30.6,,99828.0,8230.0,8.0,96.0,1.0,0.2,217.0,0.08,1.0,4787.0,43079.0,45.0,0.0,0.0,52.0,7.0,96.0,9.0,88.0,790.0,88.0,790.0,24.0,629.0,73.4,69.6,90.5,94.0,10.0,95.0,0.0,0.0,0.0,0.0,28.0,249.0,10.0,6.9,91.0,,,88.0,3.0,0.7,902.0,100.0,902.0,2262.0,25.0,11.0,103.0,0.45,6.0,1.44,19.0,0.8,7.0,237873.0,,,96.0,2.0,1.1,1.08,1.0,10.0,13.0,13.0
433,0.0,0.0,2.0,2.0,18.9,19.0,12.9,20.0,6.0,6.0,1.6,5.0,0.2,2.0,13.0,87.0,,4.0,1004.0,47.0,3.0,19.0,8.0,12.0,5.0,19.9,47.0,101406.0,23935.0,1.0,96.0,2.0,0.1,28.0,0.0,0.0,,,,0.0,0.0,63.0,15.0,95.0,15.0,28.0,91.0,28.0,91.0,20.0,200.0,73.1,75.8,100.0,92.0,6.0,93.0,0.0,1.0,0.0,0.0,64.0,208.0,3.0,11.3,27.0,0.0,0.0,93.0,7.0,1.4,323.0,100.0,323.0,2669.0,21.0,5.0,17.0,0.42,1.0,2.94,7.0,0.0,0.0,277231.0,,,98.0,5.0,1.2,1.07,0.0,0.0,,
434,0.6,2.0,5.6,18.0,16.9,54.0,,,11.3,36.0,,,0.7,21.0,10.0,175.0,,1.0,3191.0,44.0,4.0,30.0,6.0,12.0,4.0,27.8,,85000.0,35743.0,2.0,95.0,3.0,0.4,1334.0,0.08,3.0,43244.0,172974.0,23.0,11.0,121.0,52.0,10.0,99.0,11.0,14.0,154.0,8.0,83.0,14.0,441.0,67.9,55.9,61.5,82.0,5.0,80.0,13.0,135.0,13.0,142.0,0.0,0.0,4.0,9.1,,15.72,2.01,94.0,4.0,0.3,1078.0,84.0,903.0,3394.0,14.0,7.0,66.0,1.12,,0.83,31.0,0.5,5.0,347126.0,,,91.0,6.0,1.2,1.17,0.0,0.0,,
435,3.3,2.0,19.8,12.0,,,,,16.5,10.0,9.8,23.0,1.5,9.0,18.0,80.0,,1.0,607.0,,5.0,6.0,7.0,,,22.6,108.0,59727.0,26067.0,1.0,90.0,5.0,0.5,258.0,0.21,1.0,13876.0,13876.0,16.0,1.0,3.0,55.0,17.0,100.0,6.0,3.0,8.0,10.0,24.0,21.0,127.0,66.7,58.3,,100.0,2.0,77.0,0.0,1.0,5.0,12.0,10.0,24.0,7.0,7.9,38.0,0.0,0.0,100.0,0.0,0.5,236.0,100.0,236.0,2628.0,38.0,12.0,28.0,0.63,3.0,0.63,3.0,0.4,1.0,195841.0,,,93.0,14.0,1.7,1.12,56.0,131.0,1.0,1.0
436,0.6,1.0,33.7,54.0,,,,,12.5,20.0,3.2,19.0,0.7,11.0,9.0,79.0,,4.0,1602.0,36.0,7.0,28.0,7.0,11.0,4.0,3.0,12.0,59554.0,20761.0,12.0,97.0,4.0,0.6,232.0,0.25,1.0,13355.0,66773.0,25.0,39.0,235.0,26.0,11.0,86.0,6.0,23.0,140.0,41.0,249.0,23.0,362.0,50.0,34.0,75.0,96.0,10.0,89.0,34.0,203.0,44.0,268.0,48.0,289.0,16.0,14.0,56.0,0.0,0.0,89.0,1.0,1.5,603.0,100.0,603.0,2134.0,25.0,15.0,90.0,0.25,1.0,1.0,4.0,1.3,8.0,160952.0,,,74.0,8.0,1.2,1.04,73.0,443.0,5.0,11.0
437,3.1,9.0,3.7,11.0,43.0,127.0,,,15.6,46.0,,,0.9,25.0,16.0,282.0,,1.0,2951.0,33.0,2.0,27.0,6.0,11.0,4.0,,,78362.0,21382.0,7.0,93.0,2.0,0.2,855.0,0.06,2.0,20762.0,747425.0,57.0,1.0,17.0,50.0,10.0,96.0,6.0,10.0,126.0,12.0,146.0,18.0,536.0,60.4,33.3,23.5,89.0,13.0,88.0,1.0,14.0,1.0,14.0,54.0,681.0,9.0,4.4,154.0,11.03,0.87,88.0,7.0,0.4,1261.0,84.0,1063.0,2132.0,25.0,26.0,277.0,2.53,,0.8,28.0,0.7,8.0,283536.0,,,80.0,9.0,1.3,1.28,42.0,535.0,8.0,62.0
438,1.0,2.0,23.0,45.0,50.1,98.0,10.3,31.0,26.1,51.0,1.1,9.0,0.8,16.0,21.0,248.0,,1.0,1957.0,43.0,5.0,23.0,7.0,16.0,,,,66484.0,36217.0,5.0,96.0,5.0,0.4,753.0,0.46,10.0,6650.0,179546.0,56.0,56.0,449.0,75.0,10.0,100.0,8.0,2.0,13.0,50.0,405.0,21.0,403.0,54.3,72.7,75.0,100.0,5.0,96.0,41.0,332.0,46.0,372.0,82.0,661.0,7.0,5.7,124.0,0.0,0.0,85.0,18.0,0.4,806.0,67.0,537.0,2460.0,18.0,20.0,109.0,,,1.3,28.0,0.1,1.0,316766.0,,,66.0,7.0,1.4,1.34,60.0,487.0,8.0,31.0
442,2.0,4.0,32.2,65.0,,,,,16.4,33.0,2.6,19.0,1.9,38.0,7.0,70.0,,4.0,2017.0,37.0,4.0,20.0,5.0,10.0,3.0,12.9,60.0,44063.0,9989.0,19.0,98.0,1.0,0.4,172.0,0.0,0.0,13710.0,109682.0,28.0,40.0,293.0,22.0,7.0,90.0,4.0,94.0,682.0,93.0,676.0,20.0,407.0,44.0,32.6,46.4,83.0,11.0,87.0,37.0,268.0,45.0,328.0,46.0,331.0,23.0,13.6,63.0,0.0,0.0,88.0,10.0,1.6,726.0,97.0,703.0,1527.0,29.0,22.0,155.0,1.73,8.0,1.51,7.0,2.1,15.0,143690.0,,,77.0,6.0,1.2,1.03,89.0,643.0,1.0,1.0
443,,,,,,,,,8.8,15.0,,,0.4,6.0,6.0,45.0,,6.0,1713.0,40.0,3.0,26.0,8.0,4.0,3.0,9.4,26.0,113015.0,21573.0,3.0,98.0,6.0,0.2,41.0,0.36,1.0,,,,0.0,0.0,49.0,8.0,93.0,3.0,36.0,202.0,36.0,202.0,10.0,169.0,76.9,62.8,92.3,94.0,6.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.3,45.0,,,88.0,11.0,2.0,558.0,100.0,558.0,2567.0,18.0,11.0,59.0,0.0,0.0,2.17,6.0,0.2,1.0,236330.0,,,86.0,8.0,1.2,1.0,0.0,0.0,,
